,Group,Median of Age,Mean of Age,Std of Age,Median of Starts,Mean of Starts,Std of Starts,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of GA90,Mean of GA90,Std of GA90,Median of Save%,Mean of Save%,Std of Save%,Median of CS%,Mean of CS%,Std of CS%,Median of SoT%,Mean of SoT%,Std of SoT%,Median of Dist,Mean of Dist,Std of Dist,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp_Short%,Mean of Cmp_Short%,Std of Cmp_Short%,Median of Cmp_Median%,Mean of Cmp_Median%,Std of Cmp_Median%,Median of Cmp_Long%,Mean of Cmp_Long%,Std of Cmp_Long%,Median of KP,Mean of KP,Std of KP,Median of 1/3_Expected,Mean of 1/3_Expected,Std of 1/3_Expected,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP_Expected,Mean of PrgP_Expected,Std of PrgP_Expected,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att_C,Mean of Att_C,Std of Att_C,Median of Lost_C,Mean of Lost_C,Std of Lost_C,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of DefPen_,Mean of DefPen_,Std of DefPen_,Median of Def3rd,Mean of Def3rd,Std of Def3rd,Median of Mid_3rd,Mean of Mid_3rd,Std of Mid_3rd,Median of Att_3rd,Mean of Att_3rd,Std of Att_3rd,Median of Att_pen,Mean of Att_pen,Std of Att_pen,Median of Take-Ons_Att,Mean of Take-Ons_Att,Std of Take-Ons_Att,Median of Succ%,Mean of Succ%,Std of Succ%,Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of PrgC_cr,Mean of PrgC_cr,Std of PrgC_cr,Median of 1/3_Cr,Mean of 1/3_Cr,Std of 1/3_Cr,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR_R,Mean of PrgR_R,Std of PrgR_R,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost,Mean of Lost,Std of Lost,Median of Won%,Mean of Won%,Std of Won%,Median of Min,Mean of Min,Std of Min
10,Ipswich Town,27.0,27.033333333333335,3.295590924285034,11.5,12.833333333333334,9.684980669816158,9.0,15.066666666666666,18.26799223313512,20.0,27.666666666666668,25.772657702640434,14.5,27.233333333333334,35.37063201577549,2.45,2.316666666666667,0.43558389930452357,58.7,62.099999999999994,6.863672486358887,5.6,7.433333333333333,8.499607834090543,22.85,28.754166666666666,24.496139521346528,16.2,16.566666666666666,5.2878586663565725,226.0,347.06666666666666,310.18681060171525,87.0,87.14333333333335,7.354974077327595,84.4,81.58666666666667,10.94483765363232,50.0,48.52142857142859,13.252151667164233,4.5,8.266666666666667,11.08255333872782,18.0,26.266666666666666,28.851502480846623,4.0,4.9,5.984750736606357,0.0,1.5,2.837556014941561,20.0,27.666666666666668,25.772657702640434,13.0,19.166666666666668,21.09107236091454,1.395,1.519333333333333,1.2287305850245256,1.0,1.8666666666666667,2.0800088417141875,0.11,0.14133333333333334,0.1605106792737466,12.5,18.4,16.581252396441073,8.0,10.5,9.475012510227389,12.0,18.733333333333334,16.794772038229393,6.5,9.8,9.440923391425153,8.0,13.433333333333334,13.957282942121536,2.0,5.766666666666667,9.626412420624519,6.5,7.666666666666667,7.562764196962019,6.5,9.666666666666666,9.440679889796561,438.5,580.0666666666667,467.2063660800729,28.0,93.56666666666666,133.99065416027662,127.5,238.9,253.51995772624542,163.0,228.16666666666666,214.50891522881673,102.5,119.46666666666667,122.43358039849771,11.5,17.766666666666666,21.382692539291796,8.0,19.0,27.014683108418573,45.4,44.30454545454545,11.71366630713793,43.349999999999994,45.25454545454544,8.985688476827884,224.0,285.93333333333334,222.54343757836446,597.5,780.4,623.8107361073218,9.0,15.066666666666666,18.26799223313512,6.5,9.966666666666667,11.07181364868757,1.5,4.433333333333334,7.654988607092283,11.0,16.733333333333334,21.005636900822488,5.0,10.633333333333333,14.377864532180956,255.0,343.7,282.9609635560208,14.5,27.233333333333334,35.37063201577549,8.5,13.4,14.76388884383459,9.0,12.266666666666667,11.779389754503658,0.5,1.5,2.776129779337439,6.5,15.133333333333333,28.755489231093605,39.5,44.3,35.80709812121151,7.0,16.833333333333332,22.68993903326612,14.5,16.766666666666666,18.1937528750437,50.0,52.13666666666667,26.472112630586114,984.5,1146.7666666666667,798.9912900709215
11,Leicester City,27.0,27.384615384615383,4.364189941576082,15.0,14.807692307692308,9.968025805621616,15.0,21.03846153846154,22.97560579263279,30.5,38.84615384615385,34.95905297080264,20.0,38.26923076923077,40.63944654377831,2.19,2.6333333333333333,1.207656132072923,61.3,55.26666666666667,13.317782598215565,3.7,6.0,7.422263805605403,32.9,34.24090909090909,22.962778558663132,16.9,17.80909090909091,5.814424517313167,424.0,499.6923076923077,371.7056651955436,89.05,88.78076923076924,6.981175788118746,83.0,84.38846153846154,9.071375945161877,53.2,55.057692307692314,17.751646077520203,6.5,9.038461538461538,9.331584085162687,24.5,34.80769230769231,31.72004947129715,5.5,7.6923076923076925,8.446392038115354,1.0,2.4615384615384617,4.0122888154345935,30.5,38.84615384615385,34.95905297080264,15.5,20.884615384615383,18.817708517408644,1.325,1.3634615384615383,0.9827876365021786,1.0,1.9230769230769231,2.365131318520423,0.10500000000000001,0.12423076923076923,0.1428054082147613,21.5,25.846153846153847,22.301017569056903,12.0,15.076923076923077,13.531956479158737,18.5,24.653846153846153,21.708878013738634,10.0,12.807692307692308,11.86598240608583,16.5,17.73076923076923,14.001593315927133,4.0,6.769230769230769,8.199061860031023,9.0,10.961538461538462,8.655545132368125,9.5,11.76923076923077,11.907334520564012,756.0,776.4230769230769,523.4231307901417,34.0,101.46153846153847,167.5229490593407,149.0,284.0769230769231,284.71149229729707,325.5,353.61538461538464,278.4136601423252,104.0,146.15384615384616,134.96449675605575,15.5,22.423076923076923,24.625471490995785,11.5,22.884615384615383,27.055981849604976,41.3,43.55833333333333,28.180318705061527,48.55,48.30416666666667,25.450386162042836,445.0,440.88461538461536,286.6084893261994,1080.5,1097.0384615384614,748.8048333588256,15.0,21.03846153846154,22.97560579263279,8.0,13.192307692307692,12.441926637845862,2.5,5.038461538461538,6.276819380742251,13.0,17.26923076923077,15.759588046158292,9.0,11.615384615384615,13.050906246163668,478.5,495.2692307692308,329.8464561206996,20.0,38.26923076923077,40.63944654377831,13.5,14.461538461538462,10.882024698486102,12.0,13.461538461538462,11.903716291077403,1.0,2.269230769230769,4.911681523125801,9.5,22.615384615384617,27.965803293418087,42.0,53.0,37.728503813429974,12.0,17.923076923076923,16.96566668757365,15.5,20.03846153846154,17.86276746583411,50.0,49.20833333333332,19.749296446833934,1408.0,1329.1923076923076,824.5063016972408
12,Liverpool,27.0,27.333333333333332,3.719318934070233,20.0,18.333333333333332,11.921968517544967,24.0,35.666666666666664,36.51620644773131,71.0,83.95238095238095,68.39990949590225,54.0,83.04761904761905,111.0078718787439,1.06,1.06,0.19798989873223324,69.5,69.5,2.6870057685088886,38.0,38.0,2.8284271247461903,32.8,31.494444444444444,15.156884369515053,14.6,15.488888888888889,4.028850206563668,681.0,807.1428571428571,634.1773636542293,91.7,91.29523809523809,5.9198375138576385,88.3,86.79047619047618,9.57365681241524,60.8,60.27619047619047,15.250308349731974,12.0,22.428571428571427,22.80914603524522,41.0,69.57142857142857,71.30748307756447,8.0,19.047619047619047,23.236772991265788,1.0,3.7142857142857144,5.959386353835915,71.0,83.95238095238095,68.39990949590225,35.0,50.80952380952381,45.6318080373976,2.54,2.6233333333333335,1.506068834194949,4.0,6.523809523809524,6.630377422281839,0.32,0.32857142857142857,0.2381866015183414,26.0,28.476190476190474,23.932444604801756,16.0,17.61904761904762,14.66791120260888,20.0,28.952380952380953,28.308083987575337,9.0,13.761904761904763,14.320980280360565,9.0,15.952380952380953,14.796878692738515,2.0,4.190476190476191,4.718252299517775,9.0,11.761904761904763,12.879847677301008,7.0,13.095238095238095,15.952757635922266,860.0,1139.4285714285713,817.5648947593439,32.0,102.33333333333333,159.90288719511392,187.0,314.6190476190476,329.93703584024576,307.0,513.4761904761905,469.2663016931451,218.0,321.23809523809524,285.0820767361401,44.0,57.38095238095238,73.48841826470085,19.0,29.285714285714285,35.42194638517604,49.0,54.8,20.754859925480485,44.35,38.22,18.67347119085762,550.0,655.0,456.14197351263346,1598.0,1773.3809523809523,1235.2182186233524,24.0,35.666666666666664,36.51620644773131,19.0,24.285714285714285,21.185237447672982,6.0,14.047619047619047,26.175324621628267,19.0,23.047619047619047,25.32879031946885,11.0,14.952380952380953,16.16934194850301,606.0,798.2380952380952,570.0718292252218,54.0,83.04761904761905,111.0078718787439,16.0,19.047619047619047,16.478701983093785,12.0,15.666666666666666,13.547447484058882,1.0,2.619047619047619,4.3985928485845385,6.0,32.095238095238095,45.267985112996534,66.0,70.71428571428571,48.99096126546493,9.0,18.095238095238095,26.134086480886914,12.0,16.285714285714285,13.126853610606227,42.9,50.22380952380953,21.815955279609117,1717.0,1643.095238095238,977.4990488364634
13,Manchester City,27.0,27.12,4.969238707622459,17.0,15.36,8.625929901562305,35.0,41.64,45.442161040161814,64.0,70.28,60.42179518462964,26.0,69.6,78.21764506810467,1.2850000000000001,1.2850000000000001,0.2616295090390225,68.25,68.25,0.3535533905932738,29.9,29.9,6.929646455628164,32.05,31.449999999999992,21.18042110287796,17.85,17.027272727272727,4.839537740438185,676.0,793.52,591.8990707882552,94.4,92.12800000000001,6.126072695182999,91.9,89.516,7.833990043394235,64.3,59.775999999999996,12.40884362057964,9.0,17.24,16.845573107891976,42.0,62.0,64.94548996402034,11.0,15.88,16.20267467632016,1.0,2.32,3.1717503054307414,64.0,70.28,60.42179518462964,33.0,39.76,33.9353306550366,2.08,2.3836,1.746314881877454,3.0,4.64,4.55411901469428,0.26,0.2756,0.2381015189647755,15.0,18.44,17.05891751157343,7.0,11.2,10.88959748261309,13.0,16.88,15.738276059763768,6.0,8.84,8.547319267856247,11.0,12.44,9.600694419328914,1.0,3.28,4.817675788178362,9.0,9.16,7.098591409568521,5.0,8.2,8.582928793055823,892.0,1033.8,699.0405925266429,39.0,78.52,139.2913971978648,197.0,241.56,242.91049105929258,331.0,447.28,395.86745677478126,324.0,353.4,278.85524918853514,22.0,48.52,51.759958784115476,21.0,29.68,41.02206723216176,45.7,47.89565217391305,26.41374432616594,36.1,37.56086956521739,23.65776326802367,590.0,664.68,466.34525121773606,1714.0,2051.96,1583.7090294621673,35.0,41.64,45.442161040161814,23.0,31.16,27.549470654321716,3.0,14.48,23.36863995471994,14.0,17.4,15.124483462254174,13.0,14.88,14.50953709346603,630.0,783.04,543.7994023534781,26.0,69.6,78.21764506810467,11.0,10.64,8.18474190185616,12.0,13.88,11.47214016650773,0.0,1.68,2.4617067250182343,8.0,23.6,32.247738938825876,46.0,53.0,35.29046141192641,5.0,11.12,13.488637193331776,8.0,11.96,11.11860302975753,47.3,45.18,20.939854345243187,1494.0,1381.36,766.2823065511387
14,Manchester Utd,26.0,25.533333333333335,5.00849852463434,11.5,12.833333333333334,10.780196829286604,10.0,21.066666666666666,31.189004841265866,22.0,43.2,55.75092391379159,14.5,42.7,64.32576037852846,2.65,2.65,1.909188309203678,51.15,51.15,25.24371208835975,13.65,13.65,19.30401512639275,26.8,26.45416666666667,16.521290063500455,16.05,15.799999999999999,5.37069342134579,286.0,512.8666666666667,464.77074313919644,90.9,90.26,4.877859903828656,86.55,84.87333333333332,8.863911074702287,54.85,57.906666666666666,18.43607657665345,6.0,12.2,17.307363392100108,18.0,33.93333333333333,39.777773496864,5.0,9.933333333333334,14.694435572066357,1.0,2.2,2.929045978612761,22.0,43.2,55.75092391379159,14.5,28.266666666666666,35.942418828792924,1.83,2.1653333333333333,1.4409856141647928,0.5,2.2,3.916367070957823,0.015,0.11699999999999999,0.20710067516831618,13.0,25.1,27.822528703341753,8.5,15.133333333333333,17.010611968422236,10.0,22.033333333333335,24.512464574991842,5.0,9.933333333333334,12.22471587240045,8.0,11.6,11.180648306414263,1.0,3.2666666666666666,4.784553691096852,6.0,8.333333333333334,8.667550794867555,5.0,11.466666666666667,12.721779677424045,517.0,756.2666666666667,662.1173421023223,22.5,79.2,182.86897514057847,126.5,265.8333333333333,314.013736063857,206.0,319.6,307.20975649018476,78.0,177.86666666666667,219.13760962925323,17.0,29.033333333333335,37.52836475147219,5.5,19.5,25.456860060461718,46.9,47.67777777777777,28.761236377261632,50.0,46.76666666666666,27.13569888258185,310.0,461.8333333333333,401.0441615835217,744.5,1155.9333333333334,1107.4359305304688,10.0,21.066666666666666,31.189004841265866,9.5,14.8,18.162864729232936,1.0,7.0,15.251907738219911,9.5,15.7,17.765037340915946,4.5,11.066666666666666,13.801382572754813,385.0,508.0,438.91213479347493,14.5,42.7,64.32576037852846,9.0,12.533333333333333,11.667027909021435,7.0,11.3,11.567344045884608,0.5,2.066666666666667,3.1615506162088525,6.0,19.033333333333335,35.19647644328888,31.5,53.1,51.33483726711695,8.5,14.633333333333333,15.979476779948698,10.0,15.166666666666666,17.60502148846162,50.0,48.27241379310345,21.342829116117738,1071.0,1149.6666666666667,931.0153276020138
15,Newcastle Utd,28.0,28.130434782608695,4.673954407391191,14.0,16.73913043478261,12.588657922923923,14.0,29.82608695652174,33.44011224142897,59.0,63.17391304347826,62.650293602963664,22.0,62.69565217391305,71.58557166878144,1.26,1.26,0.08485281374238578,70.4,70.4,0.4242640687119345,39.0,39.0,15.556349186104045,25.6,23.595238095238095,16.416256460913257,15.0,15.63809523809524,3.639982993157549,479.0,616.8695652173913,528.14007304776,88.6,87.73478260869565,7.614078389622749,86.8,85.29565217391303,11.200262913345528,52.3,54.26190476190476,12.648931820137074,8.0,15.826086956521738,16.587651962482774,26.0,45.608695652173914,48.60764916463512,8.0,15.478260869565217,18.7734570004311,0.0,2.8260869565217392,4.657859183564167,59.0,63.17391304347826,62.650293602963664,32.0,37.130434782608695,35.94352179313097,1.89,2.063913043478261,1.3870922468191405,3.0,4.826086956521739,5.382228111724763,0.23,0.22173913043478263,0.21126571321685797,22.0,24.434782608695652,22.0223565887786,15.0,14.956521739130435,13.69299177372918,27.0,24.0,22.207697273283834,9.0,11.608695652173912,10.760783726251637,17.0,17.130434782608695,14.194443047852747,3.0,5.6521739130434785,7.189693985472754,9.0,11.478260869565217,10.290638133837037,6.0,11.043478260869565,11.845514152353068,773.0,923.6521739130435,736.155221323209,26.0,91.73913043478261,145.62130756654847,122.0,301.7391304347826,343.4360093090393,232.0,387.82608695652175,354.6575367582742,133.0,243.1304347826087,228.0706239000674,33.0,43.0,46.887680103141655,8.0,26.956521739130434,30.859620955766726,45.3,43.07142857142857,16.940252148570366,46.9,44.980952380952374,16.698192089193938,498.0,525.5217391304348,429.8606401619882,1519.0,1429.9565217391305,1147.0369922805799,14.0,29.82608695652174,33.44011224142897,14.0,18.434782608695652,17.450777755411785,4.0,10.73913043478261,15.91516541285629,11.0,19.130434782608695,17.67459488497052,8.0,17.956521739130434,20.318997516586574,567.0,612.304347826087,506.3999887604668,22.0,62.69565217391305,71.58557166878144,9.0,15.826086956521738,16.94282410159385,11.0,18.217391304347824,24.09631530062623,2.0,3.0869565217391304,4.31606979763114,10.0,27.52173913043478,39.35487675130837,49.0,66.52173913043478,58.23765539518958,7.0,19.304347826086957,29.006950237061048,14.0,18.434782608695652,19.699621793685004,50.0,49.521739130434796,24.04503268531662,1503.0,1502.8695652173913,1050.9113060208886
16,Nott'ham Forest,27.5,27.5,3.595632271043777,19.0,17.5,13.3014499746671,13.0,26.181818181818183,33.95183754566567,35.0,45.95454545454545,43.84765538904997,18.5,45.59090909090909,58.06126410620415,1.2,1.2,,74.3,74.3,,37.1,37.1,,36.45,39.045,26.10344754403545,18.8,19.125,6.351698902448732,390.0,443.8636363636364,344.0947122460195,88.05000000000001,86.27272727272728,7.7672193846766655,81.65,77.93636363636364,11.844449994448695,42.3,44.89545454545454,15.64424364766029,10.0,14.136363636363637,15.125807194660496,27.0,39.81818181818182,38.3252202971165,7.0,9.954545454545455,10.705927475790368,1.0,2.5454545454545454,3.5553751757996848,35.0,45.95454545454545,43.84765538904997,23.5,33.36363636363637,32.429477264843406,1.755,1.889090909090909,1.2752176624326088,2.0,3.8181818181818183,4.875950345818934,0.15500000000000003,0.2109090909090909,0.22064643320218996,20.5,28.727272727272727,25.941659487582843,13.0,17.318181818181817,16.01899575841835,18.5,27.545454545454547,27.1919583223165,7.5,13.681818181818182,14.403658145254905,11.0,18.272727272727273,18.03219823427452,3.5,6.818181818181818,10.064725594803928,8.5,11.454545454545455,10.572773987159179,11.0,13.5,11.342083456881154,849.0,787.0,571.4851162499668,35.0,104.86363636363636,177.05078514223123,154.0,271.27272727272725,291.76085801285654,246.0,314.90909090909093,266.41355411874565,127.0,210.86363636363637,207.453562320536,21.0,32.45454545454545,32.12583483847951,12.5,25.181818181818183,28.135110015502256,45.0,49.33888888888889,24.382229278209227,39.1,39.288888888888884,21.944767268246803,369.5,359.6363636363636,275.2719080774923,834.5,1099.409090909091,1012.9616482699632,13.0,26.181818181818183,33.95183754566567,10.5,16.5,17.82387377060543,2.0,7.909090909090909,12.701365096897078,18.0,23.681818181818183,24.08395309198215,10.0,13.363636363636363,13.425439443177428,452.0,440.3181818181818,334.7605236958328,18.5,45.59090909090909,58.06126410620415,12.0,16.954545454545453,14.045766258326733,10.0,17.40909090909091,17.14825852857282,1.0,3.772727272727273,6.301411921767391,6.5,24.545454545454547,37.851498394857906,47.0,66.31818181818181,54.88202617011144,13.5,24.136363636363637,26.80493105763059,19.0,23.363636363636363,27.27556983743346,44.3,50.42272727272728,20.81498845997145,1804.0,1572.6818181818182,1104.9251380098385
17,Southampton,27.0,27.0,4.27617987059879,13.0,13.241379310344827,9.840351229263666,10.0,20.620689655172413,26.910451757506852,24.0,36.44827586206897,39.457559665776664,20.0,35.3448275862069,38.70610496519063,2.33,2.41,0.16522711641858315,67.1,67.46666666666665,2.6689573494781302,0.0,2.466666666666667,4.272391992003231,30.0,25.888000000000005,22.614050204832097,18.1,17.312,6.087303727157589,257.0,499.7931034482759,481.213523983922,90.9,89.59655172413792,7.08189254157696,89.5,85.36206896551724,10.849009625408982,55.25,53.69642857142858,17.126943947905854,5.0,8.827586206896552,9.449372486789198,13.0,32.241379310344826,39.483862139589746,5.0,7.0,7.764387566686396,1.0,1.8620689655172413,2.6011554840525677,24.0,36.44827586206897,39.457559665776664,15.0,20.03448275862069,20.125468510288663,1.37,1.405862068965517,0.8520585042010207,1.0,1.3793103448275863,1.8787114334687767,0.06,0.10758620689655173,0.14027155226340168,13.0,20.413793103448278,19.729450867347865,7.0,11.827586206896552,11.313926202179966,13.0,18.24137931034483,14.49545537749626,10.0,9.379310344827585,7.017395696733369,8.0,13.379310344827585,14.915030274150226,2.0,5.896551724137931,9.135272408113694,5.0,7.482758620689655,8.002770456246354,5.0,9.620689655172415,12.263225493620721,457.0,726.7931034482758,636.2733789872728,42.0,93.65517241379311,170.63940171812374,161.0,265.3448275862069,322.22610471775306,198.0,313.41379310344826,308.40204710750305,131.0,154.3448275862069,149.2857461050712,15.0,21.862068965517242,20.864741513463457,6.0,22.82758620689655,32.38172871666679,43.349999999999994,47.384615384615394,27.490663030311833,44.95,42.88846153846153,27.786965677066316,253.0,406.8965517241379,363.2547654615723,599.0,1101.344827586207,1119.5630294214304,10.0,20.620689655172413,26.910451757506852,9.0,15.241379310344827,18.795240986586002,1.0,5.103448275862069,7.5892067512553965,10.0,14.931034482758621,15.028380376766105,5.0,11.137931034482758,13.765184182076984,349.0,494.3448275862069,436.3488345563893,20.0,35.3448275862069,38.70610496519063,12.0,14.758620689655173,13.428794149709455,8.0,13.655172413793103,15.764507744725096,0.0,1.5172413793103448,2.6270663928633997,6.0,17.620689655172413,26.858642920061857,23.0,46.0,44.26059195266146,8.0,14.620689655172415,20.9172071904986,8.0,12.655172413793103,13.743247334259847,54.5,54.45172413793102,22.802124285276193,1178.0,1184.3103448275863,856.2372878492552
18,Tottenham,26.0,25.821428571428573,4.472579597275856,15.0,13.75,8.324995829161452,16.5,28.464285714285715,29.11850899578421,47.0,54.892857142857146,47.48671493415917,31.0,54.5,68.84147113585057,1.875,1.83,0.31166221030682145,60.6,60.050000000000004,8.537954477898479,15.85,14.174999999999999,10.464662759337573,34.15,32.9125,19.25579105439283,16.9,16.40833333333333,5.073196116904973,679.5,561.1428571428571,381.3057210560221,91.05,89.59642857142855,7.068997631434566,89.9,84.99642857142858,11.297737634649499,53.650000000000006,53.82500000000001,14.888440084446326,6.5,13.035714285714286,17.546725225453496,37.5,43.5,39.67880299867181,7.5,12.892857142857142,16.522351383447067,1.0,2.9285714285714284,5.054726951108689,47.0,54.892857142857146,47.48671493415917,16.5,30.25,36.32224601474358,1.57,1.885,1.5295860006332869,2.0,3.6785714285714284,4.57087050165033,0.19,0.2407142857142857,0.24820732927711525,13.5,22.035714285714285,20.840633641566914,8.0,13.964285714285714,14.009208989373258,14.0,19.928571428571427,17.861459795653488,8.0,9.892857142857142,8.659566688818513,12.5,14.607142857142858,12.356852307193726,4.5,5.071428571428571,5.227623009364995,8.5,9.535714285714286,9.3431779146591,7.5,10.392857142857142,10.816103514579327,888.5,818.9285714285714,529.0486870104803,49.0,84.32142857142857,117.65393496478737,219.0,266.64285714285717,231.43853104181605,370.0,345.89285714285717,263.82434381901606,159.5,214.39285714285714,227.64028467375718,23.5,34.607142857142854,42.26139056248778,18.5,27.5,29.646684906173338,42.15,44.3,25.462929917823672,48.55,42.626923076923084,24.18069573345329,582.5,510.07142857142856,318.7143070585466,1486.0,1412.142857142857,884.5636595095165,16.5,28.464285714285715,29.11850899578421,18.0,19.142857142857142,17.152290173649064,4.0,8.392857142857142,11.895655247047712,15.0,17.75,18.205870034241805,10.5,14.214285714285714,16.31939800736385,619.0,556.3928571428571,349.2719771484165,31.0,54.5,68.84147113585057,9.5,14.535714285714286,13.281795234684381,10.5,16.428571428571427,15.276291413987865,1.0,2.107142857142857,3.1545297908021412,11.5,25.892857142857142,42.08838960666635,53.5,55.642857142857146,41.650409526877574,9.0,14.178571428571429,14.021289557189839,10.0,14.392857142857142,14.184862264411223,52.0,52.81785714285714,24.746897352424376,1276.0,1235.357142857143,717.5928492916421
19,West Ham,28.0,28.84,4.938623289946299,14.0,15.4,10.862780491200215,11.0,22.92,30.36983152186832,31.0,45.0,41.31182235954578,25.0,44.64,57.791204636461195,1.685,1.685,0.007071067811865481,68.75,68.75,8.273149339882604,17.049999999999997,17.049999999999997,0.49497474683058273,26.9,23.791304347826085,13.969476890169519,16.7,17.791304347826088,5.591707581400276,517.0,533.44,408.43543757449186,89.7,88.676,6.967859546996241,85.6,83.25200000000001,10.624700780100428,53.7,54.14400000000003,15.906159184416582,9.0,12.2,12.382783747337808,37.0,39.32,33.53445988829998,4.0,10.0,12.69514342836136,1.0,2.6,3.582364210034113,31.0,45.0,41.31182235954578,19.0,30.16,30.764806733235517,2.31,2.1908,1.4840426768346882,1.0,2.28,3.1953090617340916,0.1,0.1344,0.1664351725647757,17.0,23.6,20.816659994661325,11.0,14.0,12.328828005937952,21.0,19.68,15.691611347043574,8.0,9.24,7.7420927403383635,14.0,16.64,13.409822270758601,4.0,6.28,8.228608630868283,9.0,10.36,8.040936927166303,8.0,12.24,14.774076395272001,668.0,830.56,599.2430697694106,39.0,107.88,177.8879141482074,196.0,304.12,314.953478046097,366.0,355.88,288.75109235002617,118.0,178.52,184.73407012965063,23.0,30.88,38.860133813459775,11.0,28.8,45.46885380858711,47.6,49.4,20.514406390759092,45.7,38.7875,20.995616778581272,321.0,421.8,318.0883001096813,714.0,1077.4,937.0678114914274,11.0,22.92,30.36983152186832,10.0,14.56,16.61846362734333,2.0,6.48,13.165991543872922,12.0,18.28,19.688236758701038,6.0,14.68,22.253688832790548,459.0,529.56,390.62184185390004,25.0,44.64,57.791204636461195,15.0,16.28,14.261019131417875,11.0,15.12,17.678423760807032,1.0,2.8,4.281744192888376,13.0,22.4,27.519689920733722,43.0,57.16,47.967593227094476,10.0,21.68,27.425231691515997,12.0,20.84,19.484352696458767,50.0,51.14000000000001,16.743232463695097,1070.0,1381.52,914.3885078747071
20,Wolves,27.5,27.916666666666668,3.9882072540741005,14.0,16.0,11.135528725660043,11.0,22.583333333333332,27.601065931947453,29.5,44.0,41.273214811419344,27.0,43.375,47.61696126381859,1.67,1.3666666666666665,1.2430741463538422,62.0,74.5,22.085062825357777,25.9,41.96666666666667,51.89993577388447,28.6,30.590476190476195,17.02130737522546,18.1,18.047619047619044,5.670856994107596,449.5,540.9166666666666,417.37637239293275,90.7,88.81666666666666,7.179176812848735,86.6,85.47500000000001,9.681055008983087,52.65,51.51666666666667,16.044683981243477,9.5,11.875,12.463206719746344,25.0,37.625,33.49602507241977,4.0,10.375,12.596799110333029,1.0,2.6666666666666665,3.4599153880916833,29.5,44.0,41.273214811419344,20.5,28.291666666666668,28.084467572674043,1.6749999999999998,1.7062499999999998,1.0991689054047589,3.0,3.75,4.131006825376152,0.16999999999999998,0.24208333333333334,0.24028930328951875,21.0,30.75,28.343007726007517,11.5,18.125,17.622398050307407,19.0,25.708333333333332,23.71841912516729,7.5,11.708333333333334,13.245111211858237,14.5,17.291666666666668,12.868833826651544,4.0,5.625,6.034772428258547,9.5,11.666666666666666,10.51155334016759,9.0,11.583333333333334,9.925446728164086,725.5,840.7916666666666,585.4083657671326,51.0,100.375,148.8801129885327,238.5,299.5833333333333,257.50726738021046,293.5,377.25,319.5905328629936,121.5,174.16666666666666,185.93586240297012,20.5,27.125,31.679526374369107,14.0,27.208333333333332,34.5580534459193,45.6,44.13809523809524,22.43453757469666,41.7,42.95238095238095,22.981636561559732,386.0,461.3333333333333,315.0738583759117,988.0,1274.6666666666667,929.522723096979,11.0,22.583333333333332,27.601065931947453,12.5,17.166666666666668,21.664771377528535,2.5,5.458333333333333,8.576911203755198,16.0,22.083333333333332,22.732693688140888,10.5,13.833333333333334,15.23915627775931,466.0,536.5,379.3030221454815,27.0,43.375,47.61696126381859,14.5,18.958333333333332,17.588235115916365,9.0,16.208333333333332,17.062491705152734,1.0,2.4166666666666665,3.2825847009392737,9.5,20.75,30.341892406087805,42.5,62.916666666666664,51.304645663591394,9.5,17.083333333333332,17.445359833209086,15.5,18.25,19.627509532153656,41.2,48.40000000000001,25.21329876836049,1252.0,1436.6666666666667,903.1366436489272
